timestamp,source_ip,destination_ip,protocol,packet_size,threat_score
2024-01-05 00:00:00,192.168.1.1,9.9.9.9,UDP,570,60
2024-01-05 01:00:00,192.168.1.1,8.8.8.8,TCP,767,52
2024-01-05 02:00:00,10.0.0.5,8.8.8.8,TCP,668,51
2024-01-05 03:00:00,10.0.0.5,3.3.3.3,UDP,1005,46
2024-01-05 04:00:00,192.168.1.1,3.3.3.3,UDP,886,97
2024-01-05 05:00:00,192.168.1.1,3.3.3.3,UDP,527,7
2024-01-05 06:00:00,172.16.0.2,8.8.8.8,TCP,922,45
2024-01-05 07:00:00,192.168.1.1,9.9.9.9,UDP,298,11
2024-01-05 08:00:00,172.16.0.2,8.8.8.8,TCP,201,18
2024-01-05 09:00:00,10.0.0.5,8.8.8.8,UDP,294,84
2024-01-05 10:00:00,10.0.0.5,9.9.9.9,UDP,1315,33
2024-01-05 11:00:00,172.16.0.2,3.3.3.3,UDP,1496,99
2024-01-05 12:00:00,192.168.1.1,8.8.8.8,UDP,811,17
2024-01-05 13:00:00,172.16.0.2,9.9.9.9,UDP,1068,15
2024-01-05 14:00:00,192.168.1.1,3.3.3.3,UDP,800,2
2024-01-05 15:00:00,172.16.0.2,3.3.3.3,TCP,406,23
2024-01-05 16:00:00,10.0.0.5,9.9.9.9,TCP,143,57
2024-01-05 17:00:00,172.16.0.2,8.8.8.8,UDP,197,22
2024-01-05 18:00:00,10.0.0.5,9.9.9.9,TCP,1188,19
2024-01-05 19:00:00,10.0.0.5,9.9.9.9,TCP,280,32
2024-01-05 20:00:00,10.0.0.5,8.8.8.8,TCP,1284,3
2024-01-05 21:00:00,10.0.0.5,3.3.3.3,TCP,791,37
2024-01-05 22:00:00,192.168.1.1,8.8.8.8,TCP,928,4
2024-01-05 23:00:00,172.16.0.2,9.9.9.9,UDP,486,1
2024-01-06 00:00:00,10.0.0.5,3.3.3.3,TCP,613,3
2024-01-06 01:00:00,172.16.0.2,9.9.9.9,UDP,594,46
2024-01-06 02:00:00,192.168.1.1,3.3.3.3,UDP,1343,79
2024-01-06 03:00:00,10.0.0.5,3.3.3.3,TCP,1422,84
2024-01-06 04:00:00,10.0.0.5,9.9.9.9,TCP,1359,10
2024-01-06 05:00:00,10.0.0.5,9.9.9.9,TCP,386,83
2024-01-06 06:00:00,172.16.0.2,9.9.9.9,TCP,465,17
2024-01-06 07:00:00,172.16.0.2,3.3.3.3,UDP,1379,81
2024-01-06 08:00:00,172.16.0.2,8.8.8.8,TCP,137,21
2024-01-06 09:00:00,192.168.1.1,8.8.8.8,TCP,633,3
2024-01-06 10:00:00,192.168.1.1,3.3.3.3,UDP,1011,91
2024-01-06 11:00:00,172.16.0.2,3.3.3.3,UDP,900,26
2024-01-06 12:00:00,172.16.0.2,9.9.9.9,UDP,1397,37
2024-01-06 13:00:00,192.168.1.1,9.9.9.9,UDP,237,39
2024-01-06 14:00:00,172.16.0.2,9.9.9.9,TCP,1394,27
2024-01-06 15:00:00,10.0.0.5,9.9.9.9,UDP,195,52
2024-01-06 16:00:00,10.0.0.5,8.8.8.8,UDP,871,97
2024-01-06 17:00:00,192.168.1.1,8.8.8.8,UDP,300,85
2024-01-06 18:00:00,172.16.0.2,3.3.3.3,TCP,682,25
2024-01-06 19:00:00,172.16.0.2,3.3.3.3,UDP,324,25
2024-01-06 20:00:00,172.16.0.2,8.8.8.8,UDP,153,55
2024-01-06 21:00:00,192.168.1.1,9.9.9.9,UDP,776,80
2024-01-06 22:00:00,10.0.0.5,3.3.3.3,TCP,343,47
2024-01-06 23:00:00,10.0.0.5,9.9.9.9,UDP,498,90
2024-01-07 00:00:00,10.0.0.5,9.9.9.9,TCP,523,58
2024-01-07 01:00:00,172.16.0.2,8.8.8.8,UDP,466,89
2024-01-07 02:00:00,172.16.0.2,8.8.8.8,UDP,1480,45
2024-01-07 03:00:00,10.0.0.5,8.8.8.8,TCP,879,90
2024-01-07 04:00:00,10.0.0.5,3.3.3.3,TCP,1040,64
2024-01-07 05:00:00,10.0.0.5,3.3.3.3,TCP,283,69
2024-01-07 06:00:00,172.16.0.2,8.8.8.8,TCP,1439,1
2024-01-07 07:00:00,192.168.1.1,9.9.9.9,UDP,1345,29
2024-01-07 08:00:00,10.0.0.5,8.8.8.8,UDP,1449,6
2024-01-07 09:00:00,10.0.0.5,8.8.8.8,UDP,176,71
2024-01-07 10:00:00,172.16.0.2,8.8.8.8,TCP,176,34
2024-01-07 11:00:00,192.168.1.1,8.8.8.8,TCP,596,79
2024-01-07 12:00:00,192.168.1.1,3.3.3.3,UDP,1496,37
2024-01-07 13:00:00,172.16.0.2,9.9.9.9,TCP,438,0
2024-01-07 14:00:00,10.0.0.5,8.8.8.8,TCP,404,95
2024-01-07 15:00:00,10.0.0.5,9.9.9.9,UDP,474,9
2024-01-07 16:00:00,172.16.0.2,3.3.3.3,UDP,1264,34
2024-01-07 17:00:00,172.16.0.2,3.3.3.3,TCP,1456,69
2024-01-07 18:00:00,172.16.0.2,9.9.9.9,TCP,353,99
2024-01-07 19:00:00,192.168.1.1,9.9.9.9,TCP,1366,6
2024-01-07 20:00:00,172.16.0.2,3.3.3.3,TCP,196,74
2024-01-07 21:00:00,192.168.1.1,3.3.3.3,UDP,917,58
2024-01-07 22:00:00,192.168.1.1,8.8.8.8,TCP,268,43
2024-01-07 23:00:00,192.168.1.1,9.9.9.9,TCP,1443,61
2024-01-08 00:00:00,10.0.0.5,8.8.8.8,TCP,315,67
2024-01-08 01:00:00,192.168.1.1,8.8.8.8,UDP,748,14
2024-01-08 02:00:00,10.0.0.5,9.9.9.9,UDP,349,21
2024-01-08 03:00:00,172.16.0.2,8.8.8.8,TCP,368,59
2024-01-08 04:00:00,10.0.0.5,9.9.9.9,UDP,745,86
2024-01-08 05:00:00,192.168.1.1,8.8.8.8,UDP,267,31
2024-01-08 06:00:00,172.16.0.2,3.3.3.3,TCP,291,70
2024-01-08 07:00:00,10.0.0.5,3.3.3.3,UDP,424,57
2024-01-08 08:00:00,172.16.0.2,3.3.3.3,TCP,906,19
2024-01-08 09:00:00,192.168.1.1,9.9.9.9,TCP,1382,27
2024-01-08 10:00:00,172.16.0.2,9.9.9.9,UDP,1067,96
2024-01-08 11:00:00,172.16.0.2,9.9.9.9,UDP,863,25
2024-01-08 12:00:00,10.0.0.5,9.9.9.9,UDP,1065,39
2024-01-08 13:00:00,172.16.0.2,9.9.9.9,TCP,174,56
2024-01-08 14:00:00,10.0.0.5,3.3.3.3,UDP,672,77
2024-01-08 15:00:00,172.16.0.2,3.3.3.3,TCP,432,74
2024-01-08 16:00:00,10.0.0.5,9.9.9.9,TCP,103,6
2024-01-08 17:00:00,172.16.0.2,8.8.8.8,TCP,703,46
2024-01-08 18:00:00,172.16.0.2,3.3.3.3,UDP,282,95
2024-01-08 19:00:00,172.16.0.2,3.3.3.3,TCP,669,46
2024-01-08 20:00:00,192.168.1.1,9.9.9.9,TCP,962,18
2024-01-08 21:00:00,192.168.1.1,8.8.8.8,TCP,1015,3
2024-01-08 22:00:00,10.0.0.5,3.3.3.3,UDP,860,83
2024-01-08 23:00:00,192.168.1.1,3.3.3.3,UDP,1017,49
2024-01-09 00:00:00,10.0.0.5,3.3.3.3,TCP,539,98
2024-01-09 01:00:00,10.0.0.5,9.9.9.9,UDP,506,80
2024-01-09 02:00:00,172.16.0.2,9.9.9.9,UDP,1372,99
2024-01-09 03:00:00,10.0.0.5,8.8.8.8,TCP,1399,50
2024-01-09 04:00:00,192.168.1.1,3.3.3.3,TCP,997,56
2024-01-09 05:00:00,10.0.0.5,9.9.9.9,TCP,157,78
2024-01-09 06:00:00,192.168.1.1,3.3.3.3,TCP,1423,32
2024-01-09 07:00:00,172.16.0.2,8.8.8.8,TCP,1132,19
2024-01-09 08:00:00,10.0.0.5,8.8.8.8,UDP,1458,14
2024-01-09 09:00:00,10.0.0.5,3.3.3.3,TCP,1078,84
2024-01-09 10:00:00,192.168.1.1,8.8.8.8,TCP,434,1
2024-01-09 11:00:00,172.16.0.2,3.3.3.3,UDP,243,60
2024-01-09 12:00:00,172.16.0.2,8.8.8.8,UDP,151,42
2024-01-09 13:00:00,192.168.1.1,8.8.8.8,TCP,376,34
2024-01-09 14:00:00,10.0.0.5,3.3.3.3,UDP,336,32
2024-01-09 15:00:00,10.0.0.5,8.8.8.8,TCP,1194,23
2024-01-09 16:00:00,10.0.0.5,3.3.3.3,TCP,348,79
2024-01-09 17:00:00,10.0.0.5,8.8.8.8,UDP,182,66
2024-01-09 18:00:00,192.168.1.1,3.3.3.3,UDP,322,31
2024-01-09 19:00:00,172.16.0.2,3.3.3.3,UDP,1038,88
2024-01-09 20:00:00,192.168.1.1,8.8.8.8,UDP,1442,29
2024-01-09 21:00:00,192.168.1.1,8.8.8.8,TCP,635,12
2024-01-09 22:00:00,10.0.0.5,9.9.9.9,TCP,1072,88
2024-01-09 23:00:00,172.16.0.2,3.3.3.3,UDP,751,28
2024-01-10 00:00:00,192.168.1.1,8.8.8.8,TCP,1199,81
2024-01-10 01:00:00,192.168.1.1,3.3.3.3,TCP,1003,9
2024-01-10 02:00:00,192.168.1.1,3.3.3.3,UDP,1375,76
2024-01-10 03:00:00,192.168.1.1,3.3.3.3,UDP,1229,8
2024-01-10 04:00:00,10.0.0.5,9.9.9.9,UDP,223,20
2024-01-10 05:00:00,172.16.0.2,9.9.9.9,TCP,923,73
2024-01-10 06:00:00,172.16.0.2,9.9.9.9,TCP,260,53
2024-01-10 07:00:00,172.16.0.2,8.8.8.8,TCP,554,43
2024-01-10 08:00:00,172.16.0.2,3.3.3.3,UDP,790,52
2024-01-10 09:00:00,172.16.0.2,3.3.3.3,TCP,1225,32
2024-01-10 10:00:00,10.0.0.5,8.8.8.8,TCP,679,47
2024-01-10 11:00:00,10.0.0.5,9.9.9.9,TCP,1267,32
2024-01-10 12:00:00,10.0.0.5,3.3.3.3,TCP,244,7
2024-01-10 13:00:00,192.168.1.1,9.9.9.9,UDP,1125,9
2024-01-10 14:00:00,10.0.0.5,8.8.8.8,UDP,528,47
2024-01-10 15:00:00,192.168.1.1,9.9.9.9,TCP,1417,66
2024-01-10 16:00:00,172.16.0.2,8.8.8.8,TCP,472,90
2024-01-10 17:00:00,10.0.0.5,8.8.8.8,UDP,804,59
2024-01-10 18:00:00,10.0.0.5,8.8.8.8,UDP,648,68
2024-01-10 19:00:00,172.16.0.2,8.8.8.8,UDP,1023,52
2024-01-10 20:00:00,10.0.0.5,8.8.8.8,TCP,1095,43
2024-01-10 21:00:00,192.168.1.1,8.8.8.8,TCP,568,85
2024-01-10 22:00:00,192.168.1.1,8.8.8.8,TCP,248,13
2024-01-10 23:00:00,10.0.0.5,3.3.3.3,UDP,695,66
2024-01-11 00:00:00,10.0.0.5,3.3.3.3,TCP,917,23
2024-01-11 01:00:00,192.168.1.1,3.3.3.3,TCP,523,13
2024-01-11 02:00:00,172.16.0.2,3.3.3.3,TCP,558,17
2024-01-11 03:00:00,10.0.0.5,9.9.9.9,TCP,968,72
2024-01-11 04:00:00,192.168.1.1,3.3.3.3,TCP,1094,22
2024-01-11 05:00:00,192.168.1.1,3.3.3.3,TCP,412,84
2024-01-11 06:00:00,172.16.0.2,9.9.9.9,UDP,1198,35
2024-01-11 07:00:00,172.16.0.2,9.9.9.9,TCP,398,20
2024-01-11 08:00:00,192.168.1.1,8.8.8.8,TCP,1181,64
2024-01-11 09:00:00,192.168.1.1,9.9.9.9,UDP,1192,94
2024-01-11 10:00:00,10.0.0.5,3.3.3.3,UDP,246,85
2024-01-11 11:00:00,10.0.0.5,3.3.3.3,TCP,586,19
2024-01-11 12:00:00,192.168.1.1,8.8.8.8,UDP,458,55
2024-01-11 13:00:00,172.16.0.2,3.3.3.3,UDP,1010,66
2024-01-11 14:00:00,10.0.0.5,8.8.8.8,UDP,1403,30
2024-01-11 15:00:00,172.16.0.2,8.8.8.8,TCP,1290,90
2024-01-11 16:00:00,172.16.0.2,9.9.9.9,UDP,351,45
2024-01-11 17:00:00,172.16.0.2,3.3.3.3,TCP,557,40
2024-01-11 18:00:00,172.16.0.2,9.9.9.9,UDP,1097,58
2024-01-11 19:00:00,192.168.1.1,8.8.8.8,UDP,686,7
2024-01-11 20:00:00,10.0.0.5,3.3.3.3,UDP,606,97
2024-01-11 21:00:00,172.16.0.2,3.3.3.3,UDP,1453,23
2024-01-11 22:00:00,172.16.0.2,3.3.3.3,TCP,1052,69
2024-01-11 23:00:00,192.168.1.1,3.3.3.3,UDP,866,91
2024-01-12 00:00:00,172.16.0.2,9.9.9.9,UDP,643,71
2024-01-12 01:00:00,172.16.0.2,3.3.3.3,TCP,247,46
2024-01-12 02:00:00,172.16.0.2,8.8.8.8,UDP,1382,98
2024-01-12 03:00:00,192.168.1.1,8.8.8.8,UDP,748,95
2024-01-12 04:00:00,172.16.0.2,8.8.8.8,UDP,497,50
2024-01-12 05:00:00,172.16.0.2,9.9.9.9,UDP,1081,18
2024-01-12 06:00:00,192.168.1.1,8.8.8.8,UDP,515,42
2024-01-12 07:00:00,172.16.0.2,8.8.8.8,UDP,853,33
2024-01-12 08:00:00,172.16.0.2,3.3.3.3,TCP,1019,9
2024-01-12 09:00:00,172.16.0.2,8.8.8.8,TCP,292,45
2024-01-12 10:00:00,192.168.1.1,3.3.3.3,TCP,852,15
2024-01-12 11:00:00,10.0.0.5,9.9.9.9,UDP,377,63
2024-01-12 12:00:00,10.0.0.5,8.8.8.8,UDP,433,5
2024-01-12 13:00:00,172.16.0.2,8.8.8.8,UDP,190,15
2024-01-12 14:00:00,10.0.0.5,9.9.9.9,UDP,532,15
2024-01-12 15:00:00,10.0.0.5,3.3.3.3,TCP,475,38
2024-01-12 16:00:00,10.0.0.5,8.8.8.8,UDP,1381,84
2024-01-12 17:00:00,172.16.0.2,9.9.9.9,TCP,498,57
2024-01-12 18:00:00,192.168.1.1,9.9.9.9,TCP,1015,96
2024-01-12 19:00:00,10.0.0.5,3.3.3.3,TCP,413,6
2024-01-12 20:00:00,192.168.1.1,8.8.8.8,UDP,1327,79
2024-01-12 21:00:00,10.0.0.5,3.3.3.3,TCP,298,16
2024-01-12 22:00:00,192.168.1.1,3.3.3.3,UDP,491,86
2024-01-12 23:00:00,10.0.0.5,3.3.3.3,UDP,1283,78
2024-01-13 00:00:00,172.16.0.2,8.8.8.8,TCP,352,97
2024-01-13 01:00:00,172.16.0.2,8.8.8.8,UDP,1015,92
2024-01-13 02:00:00,172.16.0.2,8.8.8.8,UDP,969,66
2024-01-13 03:00:00,10.0.0.5,3.3.3.3,TCP,1454,30
2024-01-13 04:00:00,172.16.0.2,3.3.3.3,UDP,743,95
2024-01-13 05:00:00,10.0.0.5,9.9.9.9,TCP,1177,67
2024-01-13 06:00:00,172.16.0.2,8.8.8.8,TCP,1161,38
2024-01-13 07:00:00,192.168.1.1,9.9.9.9,TCP,800,14
2024-01-13 08:00:00,10.0.0.5,9.9.9.9,TCP,1113,51
2024-01-13 09:00:00,192.168.1.1,3.3.3.3,UDP,443,21
2024-01-13 10:00:00,192.168.1.1,9.9.9.9,UDP,509,34
2024-01-13 11:00:00,192.168.1.1,9.9.9.9,TCP,641,34
2024-01-13 12:00:00,192.168.1.1,3.3.3.3,UDP,528,27
2024-01-13 13:00:00,10.0.0.5,9.9.9.9,TCP,1046,72
2024-01-13 14:00:00,172.16.0.2,3.3.3.3,TCP,474,97
2024-01-13 15:00:00,10.0.0.5,9.9.9.9,TCP,1219,30
2024-01-13 16:00:00,172.16.0.2,8.8.8.8,TCP,1180,7
2024-01-13 17:00:00,10.0.0.5,3.3.3.3,UDP,1153,93
2024-01-13 18:00:00,10.0.0.5,3.3.3.3,TCP,1444,80
2024-01-13 19:00:00,192.168.1.1,9.9.9.9,TCP,822,95
2024-01-13 20:00:00,10.0.0.5,8.8.8.8,UDP,950,46
2024-01-13 21:00:00,10.0.0.5,3.3.3.3,UDP,386,71
2024-01-13 22:00:00,10.0.0.5,3.3.3.3,TCP,355,32
2024-01-13 23:00:00,172.16.0.2,3.3.3.3,TCP,373,2
2024-01-14 00:00:00,172.16.0.2,8.8.8.8,TCP,1016,66
2024-01-14 01:00:00,172.16.0.2,3.3.3.3,TCP,1077,48
2024-01-14 02:00:00,192.168.1.1,9.9.9.9,TCP,761,43
2024-01-14 03:00:00,192.168.1.1,3.3.3.3,TCP,186,35
2024-01-14 04:00:00,10.0.0.5,8.8.8.8,TCP,977,95
2024-01-14 05:00:00,192.168.1.1,8.8.8.8,UDP,1242,22
2024-01-14 06:00:00,172.16.0.2,9.9.9.9,TCP,274,45
2024-01-14 07:00:00,192.168.1.1,9.9.9.9,TCP,708,30
2024-01-14 08:00:00,10.0.0.5,8.8.8.8,TCP,1050,3
2024-01-14 09:00:00,10.0.0.5,9.9.9.9,UDP,305,79
2024-01-14 10:00:00,192.168.1.1,8.8.8.8,TCP,751,41
2024-01-14 11:00:00,172.16.0.2,8.8.8.8,TCP,173,41
2024-01-14 12:00:00,192.168.1.1,3.3.3.3,TCP,969,41
2024-01-14 13:00:00,172.16.0.2,9.9.9.9,TCP,630,12
2024-01-14 14:00:00,172.16.0.2,9.9.9.9,TCP,556,4
2024-01-14 15:00:00,192.168.1.1,9.9.9.9,TCP,316,13
2024-01-14 16:00:00,10.0.0.5,8.8.8.8,TCP,509,29
2024-01-14 17:00:00,192.168.1.1,9.9.9.9,UDP,416,92
2024-01-14 18:00:00,10.0.0.5,8.8.8.8,UDP,133,9
2024-01-14 19:00:00,192.168.1.1,9.9.9.9,TCP,183,66
2024-01-14 20:00:00,172.16.0.2,8.8.8.8,TCP,324,45
2024-01-14 21:00:00,172.16.0.2,8.8.8.8,UDP,895,90
2024-01-14 22:00:00,10.0.0.5,9.9.9.9,TCP,836,53
2024-01-14 23:00:00,172.16.0.2,3.3.3.3,TCP,1188,9
2024-01-15 00:00:00,172.16.0.2,9.9.9.9,UDP,1434,51
2024-01-15 01:00:00,10.0.0.5,3.3.3.3,TCP,1270,97
2024-01-15 02:00:00,10.0.0.5,9.9.9.9,TCP,619,25
2024-01-15 03:00:00,10.0.0.5,9.9.9.9,UDP,227,96
2024-01-15 04:00:00,192.168.1.1,9.9.9.9,UDP,1290,56
2024-01-15 05:00:00,192.168.1.1,8.8.8.8,TCP,1088,82
2024-01-15 06:00:00,10.0.0.5,3.3.3.3,TCP,1419,83
2024-01-15 07:00:00,172.16.0.2,8.8.8.8,UDP,1255,64
2024-01-15 08:00:00,172.16.0.2,9.9.9.9,UDP,1105,20
2024-01-15 09:00:00,192.168.1.1,3.3.3.3,UDP,430,68
2024-01-15 10:00:00,10.0.0.5,8.8.8.8,UDP,1248,97
2024-01-15 11:00:00,172.16.0.2,9.9.9.9,TCP,805,39
2024-01-15 12:00:00,10.0.0.5,3.3.3.3,TCP,584,34
2024-01-15 13:00:00,192.168.1.1,8.8.8.8,TCP,1314,66
2024-01-15 14:00:00,172.16.0.2,3.3.3.3,UDP,603,79
2024-01-15 15:00:00,192.168.1.1,9.9.9.9,UDP,224,74
2024-01-15 16:00:00,10.0.0.5,9.9.9.9,UDP,1430,53
2024-01-15 17:00:00,10.0.0.5,8.8.8.8,TCP,289,88
2024-01-15 18:00:00,192.168.1.1,8.8.8.8,UDP,979,29
2024-01-15 19:00:00,172.16.0.2,8.8.8.8,UDP,637,94
2024-01-15 20:00:00,10.0.0.5,9.9.9.9,TCP,1202,93
2024-01-15 21:00:00,10.0.0.5,3.3.3.3,TCP,172,22
2024-01-15 22:00:00,10.0.0.5,3.3.3.3,TCP,458,70
2024-01-15 23:00:00,172.16.0.2,3.3.3.3,UDP,1378,25
2024-01-16 00:00:00,172.16.0.2,3.3.3.3,TCP,770,35
2024-01-16 01:00:00,10.0.0.5,3.3.3.3,TCP,1029,50
2024-01-16 02:00:00,10.0.0.5,9.9.9.9,UDP,544,65
2024-01-16 03:00:00,10.0.0.5,8.8.8.8,UDP,512,6
2024-01-16 04:00:00,10.0.0.5,8.8.8.8,UDP,514,10
2024-01-16 05:00:00,10.0.0.5,9.9.9.9,UDP,287,90
2024-01-16 06:00:00,10.0.0.5,9.9.9.9,TCP,1307,31
2024-01-16 07:00:00,10.0.0.5,9.9.9.9,TCP,175,88
2024-01-16 08:00:00,172.16.0.2,8.8.8.8,UDP,949,74
2024-01-16 09:00:00,172.16.0.2,9.9.9.9,TCP,218,98
2024-01-16 10:00:00,172.16.0.2,3.3.3.3,TCP,1472,39
2024-01-16 11:00:00,192.168.1.1,9.9.9.9,TCP,957,98
2024-01-16 12:00:00,172.16.0.2,9.9.9.9,UDP,715,40
